;gender;ethnicity;score;fcollege;mcollege;home;urban;unemp;wage;distance;tuition;education;income;region
1220;female;afam;404.199.981.689.453;no;no;yes;no;630.000.019.073.486;732.999.992.370.605;2.5;0.655889987945557;13;low;other
1221;male;other;579.099.998.474.121;no;no;no;no;469.999.980.926.514;753.999.996.185.303;0.699999988079071;0.818710029125214;13;low;other
1222;female;other;440.299.987.792.969;no;yes;yes;no;469.999.980.926.514;753.999.996.185.303;0.699999988079071;0.818710029125214;13;low;other
1223;male;other;477.999.992.370.605;no;no;yes;no;469.999.980.926.514;753.999.996.185.303;0.699999988079071;0.818710029125214;12;low;other
1224;female;other;616.100.006.103.516;yes;no;yes;no;469.999.980.926.514;753.999.996.185.303;0.699999988079071;0.818710029125214;18;high;other
1225;female;other;446.699.981.689.453;no;no;yes;no;469.999.980.926.514;753.999.996.185.303;0.699999988079071;0.818710029125214;12;high;other
1226;female;other;650.500.030.517.578;yes;no;no;no;469.999.980.926.514;753.999.996.185.303;0.699999988079071;0.818710029125214;16;low;other
1227;male;other;519.199.981.689.453;yes;no;yes;no;469.999.980.926.514;753.999.996.185.303;0.699999988079071;0.818710029125214;13;high;other
1228;female;other;555.299.987.792.969;no;no;no;no;469.999.980.926.514;753.999.996.185.303;0.699999988079071;0.818710029125214;12;low;other
1229;female;other;609.300.003.051.758;yes;no;yes;no;469.999.980.926.514;753.999.996.185.303;0.699999988079071;0.818710029125214;12;low;other
1230;female;afam;435.400.009.155.273;no;no;yes;no;580.000.019.073.486;717.999.982.833.862;0.5;116.513.001.918.793;14;low;other
1231;female;afam;371.699.981.689.453;no;no;yes;no;580.000.019.073.486;717.999.982.833.862;0.5;116.513.001.918.793;12;low;other
1232;female;other;454.000.015.258.789;yes;no;yes;no;580.000.019.073.486;717.999.982.833.862;0.5;116.513.001.918.793;12;high;other
1233;female;other;417.999.992.370.605;no;no;no;no;580.000.019.073.486;717.999.982.833.862;0.5;116.513.001.918.793;13;low;other
1234;female;afam;401.300.010.681.152;no;no;yes;no;580.000.019.073.486;717.999.982.833.862;0.5;116.513.001.918.793;12;high;other
1235;female;other;519.799.995.422.363;no;no;yes;no;580.000.019.073.486;717.999.982.833.862;0.5;116.513.001.918.793;12;high;other
1236;male;other;519.900.016.784.668;yes;no;no;no;580.000.019.073.486;717.999.982.833.862;0.5;116.513.001.918.793;12;low;other
1237;female;other;522.599.983.215.332;no;no;yes;no;580.000.019.073.486;717.999.982.833.862;0.5;116.513.001.918.793;16;low;other
1238;male;hispanic;498.800.010.681.152;yes;no;yes;no;580.000.019.073.486;717.999.982.833.862;0.5;116.513.001.918.793;16;low;other
1239;male;afam;418.699.989.318.848;no;no;yes;no;640.000.009.536.743;734.999.990.463.257;0.400000005960464;0.751729965209961;13;low;other
1240;female;afam;384.300.003.051.758;no;no;no;no;640.000.009.536.743;734.999.990.463.257;0.400000005960464;0.751729965209961;12;low;other
1241;male;afam;379.099.998.474.121;no;no;yes;no;640.000.009.536.743;734.999.990.463.257;0.400000005960464;0.751729965209961;12;low;other
1242;male;afam;54.310.001.373.291;no;no;yes;no;640.000.009.536.743;734.999.990.463.257;0.400000005960464;0.751729965209961;14;low;other
1243;male;afam;362.299.995.422.363;no;no;yes;no;640.000.009.536.743;734.999.990.463.257;0.400000005960464;0.751729965209961;12;low;other
1244;male;afam;613.699.989.318.848;no;no;yes;yes;559.999.990.463.257;732.999.992.370.605;0.300000011920929;0.655889987945557;14;low;other
1245;female;afam;423.499.984.741.211;no;no;no;yes;559.999.990.463.257;732.999.992.370.605;0.300000011920929;0.655889987945557;12;low;other
1246;female;afam;517.200.012.207.031;no;no;yes;yes;559.999.990.463.257;732.999.992.370.605;0.300000011920929;0.655889987945557;15;low;other
1247;male;other;423.499.984.741.211;yes;no;yes;yes;559.999.990.463.257;732.999.992.370.605;0.300000011920929;0.655889987945557;15;low;other
1248;male;other;461.300.010.681.152;no;no;yes;yes;559.999.990.463.257;732.999.992.370.605;0.300000011920929;0.655889987945557;13;low;other
1249;male;other;570.999.984.741.211;no;no;no;yes;559.999.990.463.257;732.999.992.370.605;0.300000011920929;0.655889987945557;14;low;other
1250;male;other;459.000.015.258.789;no;no;no;yes;559.999.990.463.257;732.999.992.370.605;0.300000011920929;0.655889987945557;12;low;other
1251;female;other;543.699.989.318.848;yes;yes;yes;yes;559.999.990.463.257;732.999.992.370.605;0.300000011920929;0.655889987945557;16;high;other
1252;female;afam;398.899.993.896.484;no;no;no;yes;559.999.990.463.257;732.999.992.370.605;0.300000011920929;0.655889987945557;12;low;other
1253;female;other;477.599.983.215.332;no;no;yes;yes;559.999.990.463.257;732.999.992.370.605;0.300000011920929;0.655889987945557;16;low;other
1254;female;afam;500.099.983.215.332;no;no;yes;yes;569.999.980.926.514;717.999.982.833.862;0.300000011920929;116.513.001.918.793;12;low;other
1255;male;afam;441.699.981.689.453;no;no;yes;yes;569.999.980.926.514;717.999.982.833.862;0.300000011920929;116.513.001.918.793;12;low;other
1256;male;hispanic;54.5;no;no;yes;yes;569.999.980.926.514;717.999.982.833.862;0.300000011920929;116.513.001.918.793;12;low;other
1257;female;other;630.900.001.525.879;yes;no;yes;yes;569.999.980.926.514;717.999.982.833.862;0.300000011920929;116.513.001.918.793;15;high;other
1258;male;other;608.600.006.103.516;no;no;yes;yes;569.999.980.926.514;717.999.982.833.862;0.300000011920929;116.513.001.918.793;16;low;other
1259;male;other;565.099.983.215.332;no;no;yes;yes;569.999.980.926.514;717.999.982.833.862;0.300000011920929;116.513.001.918.793;16;high;other
1260;male;other;527.299.995.422.363;yes;yes;yes;yes;569.999.980.926.514;717.999.982.833.862;0.300000011920929;116.513.001.918.793;16;low;other
1261;female;afam;462.799.987.792.969;no;no;no;yes;569.999.980.926.514;717.999.982.833.862;0.300000011920929;116.513.001.918.793;14;low;other
1262;female;other;542.099.990.844.727;no;no;no;yes;569.999.980.926.514;717.999.982.833.862;0.300000011920929;116.513.001.918.793;16;high;other
1263;female;other;659.499.969.482.422;yes;no;yes;yes;569.999.980.926.514;717.999.982.833.862;0.300000011920929;116.513.001.918.793;16;low;other
1264;female;afam;407.799.987.792.969;no;no;yes;yes;569.999.980.926.514;717.999.982.833.862;0.300000011920929;116.513.001.918.793;12;low;other
1265;female;afam;646.900.024.414.062;no;no;yes;yes;569.999.980.926.514;717.999.982.833.862;0.300000011920929;116.513.001.918.793;17;low;other
1266;male;afam;474.500.007.629.395;no;no;no;yes;569.999.980.926.514;717.999.982.833.862;0.300000011920929;116.513.001.918.793;13;low;other
1267;male;hispanic;399.000.015.258.789;no;no;yes;yes;459.999.990.463.257;732.999.992.370.605;0.5;0.655889987945557;14;low;other
1268;female;other;508.400.001.525.879;no;yes;yes;yes;459.999.990.463.257;732.999.992.370.605;0.5;0.655889987945557;16;low;other
1269;female;other;628.600.006.103.516;no;no;yes;yes;459.999.990.463.257;732.999.992.370.605;0.5;0.655889987945557;15;high;other
1270;female;other;568.499.984.741.211;no;no;no;yes;459.999.990.463.257;732.999.992.370.605;0.5;0.655889987945557;16;low;other
1271;female;other;44.939.998.626.709;no;no;yes;yes;459.999.990.463.257;732.999.992.370.605;0.5;0.655889987945557;13;low;other
1272;male;other;342.900.009.155.273;no;no;no;yes;459.999.990.463.257;732.999.992.370.605;0.5;0.655889987945557;12;low;other
1273;male;afam;371.399.993.896.484;no;no;yes;yes;459.999.990.463.257;732.999.992.370.605;0.5;0.655889987945557;12;high;other
1274;male;afam;362.400.016.784.668;no;no;yes;yes;459.999.990.463.257;732.999.992.370.605;0.5;0.655889987945557;12;low;other
1275;female;other;489.500.007.629.395;no;no;yes;yes;459.999.990.463.257;732.999.992.370.605;0.5;0.655889987945557;16;low;other
1276;male;other;639.700.012.207.031;yes;yes;yes;yes;459.999.990.463.257;732.999.992.370.605;0.5;0.655889987945557;17;high;other
1277;male;other;594.500.007.629.395;no;no;no;yes;459.999.990.463.257;732.999.992.370.605;0.5;0.655889987945557;12;low;other
1278;female;afam;390.200.004.577.637;yes;no;yes;yes;459.999.990.463.257;732.999.992.370.605;0.5;0.655889987945557;14;high;other
1279;female;afam;531.399.993.896.484;no;no;no;no;530.000.019.073.486;753.999.996.185.303;1.5;0.818710029125214;15;low;other
1280;male;afam;367.599.983.215.332;no;no;yes;no;530.000.019.073.486;753.999.996.185.303;1.5;0.818710029125214;12;low;other
1281;female;other;380.099.983.215.332;no;no;yes;no;530.000.019.073.486;753.999.996.185.303;1.5;0.818710029125214;12;low;other
1282;male;other;47.310.001.373.291;no;no;yes;no;530.000.019.073.486;753.999.996.185.303;1.5;0.818710029125214;16;high;other
1283;female;afam;500.200.004.577.637;no;no;yes;no;530.000.019.073.486;753.999.996.185.303;1.5;0.818710029125214;13;low;other
1284;female;afam;390.400.009.155.273;no;no;yes;no;530.000.019.073.486;753.999.996.185.303;1.5;0.818710029125214;12;low;other
1285;female;afam;466.100.006.103.516;no;no;yes;no;530.000.019.073.486;753.999.996.185.303;1.5;0.818710029125214;15;low;other
1286;female;other;602.200.012.207.031;yes;yes;yes;no;530.000.019.073.486;753.999.996.185.303;1.5;0.818710029125214;17;low;other
1287;male;hispanic;531.399.993.896.484;no;no;yes;no;930.000.019.073.486;740.000.009.536.743;6;0.883369982242584;12;low;other
1288;female;other;52.5;no;no;yes;no;930.000.019.073.486;740.000.009.536.743;6;0.883369982242584;12;low;other
1289;male;other;539.900.016.784.668;yes;yes;yes;no;519.999.980.926.514;826.000.022.888.184;0.300000011920929;0.615469992160797;12;high;other
1290;male;other;537.200.012.207.031;yes;yes;yes;no;519.999.980.926.514;826.000.022.888.184;0.300000011920929;0.615469992160797;15;high;other
1291;male;other;611.500.015.258.789;no;yes;yes;no;519.999.980.926.514;826.000.022.888.184;0.300000011920929;0.615469992160797;14;low;other
1292;male;hispanic;364.300.003.051.758;no;no;no;no;519.999.980.926.514;826.000.022.888.184;0.300000011920929;0.615469992160797;12;low;other
1293;female;other;555.200.004.577.637;no;no;no;no;519.999.980.926.514;826.000.022.888.184;0.300000011920929;0.615469992160797;12;low;other
1294;male;other;52.060.001.373.291;no;no;yes;no;5.5;740.000.009.536.743;0.100000001490116;0.883369982242584;16;low;other
1295;female;other;435.900.001.525.879;yes;no;yes;no;5.5;740.000.009.536.743;0.100000001490116;0.883369982242584;13;high;other
1296;male;other;550.999.984.741.211;no;no;no;no;5.5;740.000.009.536.743;0.100000001490116;0.883369982242584;13;low;other
1297;male;other;496.800.003.051.758;no;no;yes;no;5.5;740.000.009.536.743;0.100000001490116;0.883369982242584;13;low;other
1298;male;other;482.799.987.792.969;yes;yes;yes;no;5.5;740.000.009.536.743;0.100000001490116;0.883369982242584;18;low;other
1299;female;other;590.099.983.215.332;no;no;yes;yes;5.5;740.000.009.536.743;0.300000011920929;0.883369982242584;16;high;other
1300;male;other;580.800.018.310.547;no;no;yes;yes;5.5;740.000.009.536.743;0.300000011920929;0.883369982242584;16;low;other
1301;female;hispanic;567.200.012.207.031;yes;no;yes;yes;5.5;740.000.009.536.743;0.300000011920929;0.883369982242584;16;high;other
1302;female;other;442.799.987.792.969;yes;no;yes;yes;5.5;740.000.009.536.743;0.300000011920929;0.883369982242584;12;low;other
1303;female;other;386.500.015.258.789;no;no;no;yes;5.5;740.000.009.536.743;0.300000011920929;0.883369982242584;12;low;other
1304;female;other;559.900.016.784.668;no;no;no;yes;5.5;740.000.009.536.743;0.300000011920929;0.883369982242584;16;low;other
1305;male;other;486.599.998.474.121;no;no;yes;yes;5.5;740.000.009.536.743;0.300000011920929;0.883369982242584;16;low;other
1306;male;afam;552.799.987.792.969;no;no;no;yes;5.5;740.000.009.536.743;0.300000011920929;0.883369982242584;18;low;other
1307;female;other;423.800.010.681.152;no;no;no;no;640.000.009.536.743;826.000.022.888.184;0.100000001490116;0.615469992160797;12;low;other
1308;male;afam;385.999.984.741.211;no;no;no;no;640.000.009.536.743;826.000.022.888.184;0.100000001490116;0.615469992160797;12;low;other
1309;male;other;612.400.016.784.668;no;no;yes;no;640.000.009.536.743;826.000.022.888.184;0.100000001490116;0.615469992160797;16;low;other
1310;male;other;437.200.012.207.031;yes;yes;no;no;640.000.009.536.743;826.000.022.888.184;0.100000001490116;0.615469992160797;12;high;other
1311;female;other;491.199.989.318.848;no;no;yes;no;640.000.009.536.743;826.000.022.888.184;0.100000001490116;0.615469992160797;16;high;other
1312;female;other;526.500.015.258.789;yes;yes;no;no;370.000.004.768.372;740.000.009.536.743;0.5;0.883369982242584;16;high;other
1313;female;other;421.199.989.318.848;no;no;yes;no;370.000.004.768.372;740.000.009.536.743;0.5;0.883369982242584;16;high;other
1314;female;other;456.800.003.051.758;yes;no;yes;no;370.000.004.768.372;740.000.009.536.743;0.5;0.883369982242584;16;high;other
1315;male;other;551.599.998.474.121;no;no;yes;no;370.000.004.768.372;740.000.009.536.743;0.5;0.883369982242584;12;low;other
1316;female;other;526.199.989.318.848;no;no;yes;no;370.000.004.768.372;740.000.009.536.743;0.5;0.883369982242584;13;low;other
1317;female;other;577.000.007.629.395;no;no;no;no;370.000.004.768.372;740.000.009.536.743;0.5;0.883369982242584;13;low;other
1318;male;other;357.900.009.155.273;no;no;yes;no;370.000.004.768.372;740.000.009.536.743;0.5;0.883369982242584;12;low;other
1319;female;afam;394.099.998.474.121;no;no;yes;no;121.000.003.814.697;906.999.969.482.422;3.5;0.669749975204468;12;low;other
1320;male;other;491.399.993.896.484;no;no;yes;no;121.000.003.814.697;906.999.969.482.422;3.5;0.669749975204468;12;low;other
1321;female;other;64.629.997.253.418;yes;yes;yes;no;121.000.003.814.697;906.999.969.482.422;3.5;0.669749975204468;16;low;other
1322;male;hispanic;43.560.001.373.291;no;no;yes;no;121.000.003.814.697;906.999.969.482.422;3.5;0.669749975204468;12;low;other
1323;male;other;377.200.012.207.031;no;no;yes;no;121.000.003.814.697;906.999.969.482.422;3.5;0.669749975204468;12;low;other
1324;female;other;48.560.001.373.291;no;no;yes;no;121.000.003.814.697;906.999.969.482.422;3.5;0.669749975204468;13;low;other
1325;male;other;369.300.003.051.758;no;no;yes;no;121.000.003.814.697;906.999.969.482.422;3.5;0.669749975204468;12;low;other
1326;female;other;495.800.018.310.547;no;no;yes;no;121.000.003.814.697;906.999.969.482.422;3.5;0.669749975204468;14;low;other
1327;female;other;560.800.018.310.547;yes;no;yes;yes;569.999.980.926.514;826.000.022.888.184;0.800000011920929;0.615469992160797;12;low;other
1328;female;other;582.400.016.784.668;no;no;yes;yes;569.999.980.926.514;826.000.022.888.184;0.800000011920929;0.615469992160797;16;high;other
1329;male;other;512.900.009.155.273;no;no;yes;yes;569.999.980.926.514;826.000.022.888.184;0.800000011920929;0.615469992160797;12;low;other
1330;male;other;550.400.009.155.273;no;no;yes;yes;569.999.980.926.514;826.000.022.888.184;0.800000011920929;0.615469992160797;12;high;other
1331;female;other;548.699.989.318.848;no;no;yes;yes;569.999.980.926.514;826.000.022.888.184;0.800000011920929;0.615469992160797;16;low;other
1332;female;other;610.900.001.525.879;no;no;yes;no;9;748.999.977.111.816;1.5;0.804849982261658;15;low;other
1333;female;other;582.299.995.422.363;no;no;yes;no;9;748.999.977.111.816;1.5;0.804849982261658;12;low;other
1334;male;other;341.500.015.258.789;no;no;yes;no;9;748.999.977.111.816;1.5;0.804849982261658;12;high;other
1335;female;other;51.5;no;no;yes;no;101.999.998.092.651;748.999.977.111.816;320.000.004.768.372;0.804849982261658;12;low;other
1336;female;other;388.300.018.310.547;no;no;yes;no;101.999.998.092.651;748.999.977.111.816;320.000.004.768.372;0.804849982261658;12;high;other
1337;male;other;469.300.003.051.758;no;no;yes;no;101.999.998.092.651;748.999.977.111.816;320.000.004.768.372;0.804849982261658;12;low;other
1338;male;other;592.000.007.629.395;no;no;yes;no;101.999.998.092.651;748.999.977.111.816;320.000.004.768.372;0.804849982261658;13;low;other
1339;male;afam;382.000.007.629.395;no;yes;yes;no;889.999.961.853.027;748.999.977.111.816;2.5;0.804849982261658;12;low;other
1340;male;other;469.199.981.689.453;yes;yes;yes;no;889.999.961.853.027;748.999.977.111.816;2.5;0.804849982261658;13;high;other
1341;male;other;542.299.995.422.363;no;no;yes;no;889.999.961.853.027;748.999.977.111.816;2.5;0.804849982261658;15;high;other
1342;female;hispanic;383.499.984.741.211;no;no;no;no;889.999.961.853.027;748.999.977.111.816;2.5;0.804849982261658;12;low;other
1343;female;other;635.699.996.948.242;no;no;yes;no;889.999.961.853.027;748.999.977.111.816;2.5;0.804849982261658;16;low;other
1344;male;afam;366.399.993.896.484;no;no;no;no;889.999.961.853.027;748.999.977.111.816;2.5;0.804849982261658;12;low;other
1345;female;afam;378.199.996.948.242;no;no;yes;no;889.999.961.853.027;748.999.977.111.816;2.5;0.804849982261658;12;low;other
1346;female;other;593.699.989.318.848;no;no;yes;no;133.999.996.185.303;826.000.022.888.184;3.5;0.615469992160797;12;low;other
1347;female;other;595.900.001.525.879;no;no;no;no;133.999.996.185.303;826.000.022.888.184;3.5;0.615469992160797;12;low;other
1348;male;other;540.400.009.155.273;no;no;yes;no;133.999.996.185.303;826.000.022.888.184;3.5;0.615469992160797;15;low;other
1349;female;other;394.700.012.207.031;no;no;yes;no;133.999.996.185.303;826.000.022.888.184;3.5;0.615469992160797;12;high;other
1350;male;other;576.399.993.896.484;yes;no;yes;no;133.999.996.185.303;826.000.022.888.184;3.5;0.615469992160797;16;low;other
1351;female;other;63.75;no;no;yes;no;133.999.996.185.303;826.000.022.888.184;3.5;0.615469992160797;16;low;other
1352;female;other;592.700.004.577.637;no;no;yes;no;108.000.001.907.349;826.000.022.888.184;4;0.615469992160797;17;low;other
1353;female;afam;398.499.984.741.211;no;no;yes;no;108.000.001.907.349;826.000.022.888.184;4;0.615469992160797;12;low;other
1354;male;other;520.099.983.215.332;no;no;yes;no;108.000.001.907.349;826.000.022.888.184;4;0.615469992160797;15;high;other
1355;female;other;51.189.998.626.709;no;no;yes;no;108.000.001.907.349;826.000.022.888.184;4;0.615469992160797;12;high;other
1356;male;other;528.199.996.948.242;no;no;yes;no;108.000.001.907.349;826.000.022.888.184;4;0.615469992160797;17;low;other
1357;female;afam;46.25;no;no;yes;no;108.000.001.907.349;826.000.022.888.184;4;0.615469992160797;14;low;other
1358;male;other;664.700.012.207.031;yes;yes;yes;no;108.000.001.907.349;826.000.022.888.184;4;0.615469992160797;13;low;other
1359;female;other;551.699.981.689.453;no;no;yes;no;108.000.001.907.349;826.000.022.888.184;4;0.615469992160797;13;low;other
1360;male;other;343.300.018.310.547;yes;no;yes;no;8.5;826.000.022.888.184;259.999.990.463.257;0.615469992160797;13;low;other
1361;male;other;447.999.992.370.605;no;no;yes;no;8.5;826.000.022.888.184;259.999.990.463.257;0.615469992160797;12;low;other
1362;female;other;402.200.012.207.031;no;no;yes;no;8.5;826.000.022.888.184;259.999.990.463.257;0.615469992160797;12;low;other
1363;female;other;498.300.018.310.547;no;yes;yes;no;8.5;826.000.022.888.184;259.999.990.463.257;0.615469992160797;16;high;other
1364;male;other;524.500.007.629.395;no;yes;yes;no;8.5;826.000.022.888.184;259.999.990.463.257;0.615469992160797;12;high;other
1365;female;other;61.810.001.373.291;no;no;yes;no;8.5;826.000.022.888.184;259.999.990.463.257;0.615469992160797;16;low;other
1366;female;other;483.300.018.310.547;yes;yes;no;no;8.5;826.000.022.888.184;259.999.990.463.257;0.615469992160797;16;low;other
1367;female;other;594.199.981.689.453;no;no;yes;no;148.999.996.185.303;826.000.022.888.184;259.999.990.463.257;0.615469992160797;12;low;other
1368;female;other;461.100.006.103.516;no;no;yes;no;148.999.996.185.303;826.000.022.888.184;259.999.990.463.257;0.615469992160797;13;low;other
1369;male;other;344.199.981.689.453;no;no;yes;no;148.999.996.185.303;826.000.022.888.184;259.999.990.463.257;0.615469992160797;12;low;other
1370;female;other;67;no;no;yes;no;148.999.996.185.303;826.000.022.888.184;259.999.990.463.257;0.615469992160797;13;low;other
1371;male;other;503.499.984.741.211;no;no;yes;no;148.999.996.185.303;826.000.022.888.184;259.999.990.463.257;0.615469992160797;14;low;other
1372;male;other;589.199.981.689.453;no;no;no;no;148.999.996.185.303;826.000.022.888.184;259.999.990.463.257;0.615469992160797;12;low;other
1373;female;other;629.500.007.629.395;no;yes;yes;no;148.999.996.185.303;826.000.022.888.184;259.999.990.463.257;0.615469992160797;16;low;other
1374;female;other;404.900.016.784.668;no;no;yes;no;148.999.996.185.303;826.000.022.888.184;259.999.990.463.257;0.615469992160797;12;low;other
1375;male;afam;412.000.007.629.395;no;no;yes;no;609.999.990.463.257;748.999.977.111.816;1;0.804849982261658;12;low;other
1376;female;afam;443.300.018.310.547;no;no;no;no;609.999.990.463.257;748.999.977.111.816;1;0.804849982261658;12;low;other
1377;female;other;449.000.015.258.789;no;no;yes;no;609.999.990.463.257;748.999.977.111.816;1;0.804849982261658;13;high;other
1378;female;afam;467.200.012.207.031;no;no;yes;no;609.999.990.463.257;748.999.977.111.816;1;0.804849982261658;14;low;other
1379;male;afam;36.560.001.373.291;yes;no;no;no;609.999.990.463.257;748.999.977.111.816;1;0.804849982261658;12;low;other
1380;male;other;455.900.001.525.879;no;no;yes;no;609.999.990.463.257;748.999.977.111.816;1;0.804849982261658;12;low;other
1381;female;afam;353.300.018.310.547;no;no;yes;no;609.999.990.463.257;748.999.977.111.816;1;0.804849982261658;12;low;other
1382;female;afam;417.200.012.207.031;no;no;yes;no;609.999.990.463.257;748.999.977.111.816;1;0.804849982261658;12;low;other
1383;female;other;569.700.012.207.031;no;no;yes;no;609.999.990.463.257;748.999.977.111.816;1;0.804849982261658;12;low;other
1384;female;hispanic;440.999.984.741.211;yes;no;no;no;133.999.996.185.303;826.000.022.888.184;320.000.004.768.372;0.615469992160797;13;low;other
1385;male;other;335.999.984.741.211;no;no;yes;no;133.999.996.185.303;826.000.022.888.184;320.000.004.768.372;0.615469992160797;12;low;other
1386;male;other;372.799.987.792.969;no;no;yes;no;133.999.996.185.303;826.000.022.888.184;320.000.004.768.372;0.615469992160797;12;low;other
1387;female;afam;410.699.996.948.242;no;no;yes;no;133.999.996.185.303;826.000.022.888.184;320.000.004.768.372;0.615469992160797;13;low;other
1388;female;other;490.099.983.215.332;no;no;yes;no;133.999.996.185.303;826.000.022.888.184;320.000.004.768.372;0.615469992160797;12;low;other
1389;female;other;428.400.001.525.879;no;no;no;no;133.999.996.185.303;826.000.022.888.184;320.000.004.768.372;0.615469992160797;12;low;other
1390;female;other;396.699.981.689.453;no;no;yes;no;133.999.996.185.303;826.000.022.888.184;320.000.004.768.372;0.615469992160797;12;high;other
1391;female;other;477.400.016.784.668;yes;no;yes;no;9.5;740.000.009.536.743;3;0.883369982242584;17;high;other
1392;female;other;531.699.981.689.453;no;no;yes;no;9.5;740.000.009.536.743;3;0.883369982242584;14;low;other
1393;female;other;479.099.998.474.121;no;yes;yes;no;9.5;740.000.009.536.743;3;0.883369982242584;14;high;other
1394;male;other;608.899.993.896.484;yes;no;yes;no;9.5;740.000.009.536.743;3;0.883369982242584;16;low;other
1395;male;other;621.399.993.896.484;no;no;yes;no;11.5;748.999.977.111.816;5;0.804849982261658;16;low;other
1396;female;other;579.799.995.422.363;no;no;yes;no;11.5;748.999.977.111.816;5;0.804849982261658;12;low;other
1397;female;other;476.300.010.681.152;no;no;yes;no;11.5;748.999.977.111.816;5;0.804849982261658;12;low;other
1398;female;other;539.199.981.689.453;no;no;yes;no;11.5;748.999.977.111.816;5;0.804849982261658;12;low;other
1399;female;afam;473.199.996.948.242;no;no;yes;no;11.5;748.999.977.111.816;5;0.804849982261658;14;low;other
1400;female;other;542.400.016.784.668;no;no;yes;no;960.000.038.146.973;906.999.969.482.422;5;0.669749975204468;16;low;other
1401;female;other;489.700.012.207.031;no;no;yes;no;960.000.038.146.973;906.999.969.482.422;5;0.669749975204468;12;low;other
1402;female;other;521.300.010.681.152;no;yes;yes;no;960.000.038.146.973;906.999.969.482.422;5;0.669749975204468;13;low;other
1403;male;other;49.439.998.626.709;no;no;yes;no;960.000.038.146.973;906.999.969.482.422;5;0.669749975204468;12;low;other
1404;female;other;660.199.966.430.664;no;no;yes;no;960.000.038.146.973;906.999.969.482.422;5;0.669749975204468;12;low;other
1405;male;other;49.689.998.626.709;no;no;yes;no;960.000.038.146.973;906.999.969.482.422;5;0.669749975204468;15;high;other
1406;male;other;517.099.990.844.727;no;no;yes;no;939.999.961.853.027;906.999.969.482.422;5;0.669749975204468;12;low;other
1407;male;other;37.310.001.373.291;yes;yes;no;no;939.999.961.853.027;906.999.969.482.422;5;0.669749975204468;12;low;other
1408;male;other;477.799.987.792.969;no;no;yes;no;939.999.961.853.027;906.999.969.482.422;5;0.669749975204468;16;low;other
1409;female;other;559.900.016.784.668;no;no;yes;no;939.999.961.853.027;906.999.969.482.422;5;0.669749975204468;12;low;other
1410;female;other;337.900.009.155.273;no;no;no;no;939.999.961.853.027;906.999.969.482.422;5;0.669749975204468;12;low;other
1411;male;other;594.500.007.629.395;no;no;no;no;939.999.961.853.027;906.999.969.482.422;5;0.669749975204468;14;low;other
1412;female;other;604.599.990.844.727;no;no;yes;no;939.999.961.853.027;906.999.969.482.422;5;0.669749975204468;12;low;other
1413;male;other;45.439.998.626.709;no;no;yes;no;939.999.961.853.027;906.999.969.482.422;5;0.669749975204468;12;low;other
1414;female;other;58.189.998.626.709;no;no;yes;no;939.999.961.853.027;906.999.969.482.422;5;0.669749975204468;13;low;other
1415;male;other;584.599.990.844.727;no;no;yes;no;939.999.961.853.027;906.999.969.482.422;5;0.669749975204468;12;low;other
1416;female;other;530.900.001.525.879;no;no;no;no;939.999.961.853.027;906.999.969.482.422;5;0.669749975204468;12;low;other
1417;male;afam;478.899.993.896.484;no;no;no;no;780.000.019.073.486;906.999.969.482.422;120.000.004.768.372;0.669749975204468;17;low;other
1418;male;other;57.939.998.626.709;no;no;yes;no;780.000.019.073.486;906.999.969.482.422;120.000.004.768.372;0.669749975204468;12;low;other
1419;female;other;524.199.981.689.453;yes;yes;yes;no;780.000.019.073.486;906.999.969.482.422;120.000.004.768.372;0.669749975204468;17;low;other
1420;male;other;634.300.003.051.758;yes;no;yes;no;780.000.019.073.486;906.999.969.482.422;120.000.004.768.372;0.669749975204468;18;high;other
1421;male;afam;48.25;no;no;yes;no;780.000.019.073.486;906.999.969.482.422;120.000.004.768.372;0.669749975204468;13;low;other
1422;male;other;452.200.012.207.031;no;no;no;no;780.000.019.073.486;906.999.969.482.422;120.000.004.768.372;0.669749975204468;12;low;other
1423;female;afam;384.300.003.051.758;no;no;yes;yes;590.000.009.536.743;826.000.022.888.184;0.400000005960464;0.615469992160797;12;low;other
1424;male;afam;530.400.009.155.273;no;no;yes;yes;590.000.009.536.743;826.000.022.888.184;0.400000005960464;0.615469992160797;15;low;other
1425;female;afam;379.099.998.474.121;no;no;yes;yes;590.000.009.536.743;826.000.022.888.184;0.400000005960464;0.615469992160797;14;low;other
1426;male;afam;507.099.990.844.727;no;no;yes;yes;590.000.009.536.743;826.000.022.888.184;0.400000005960464;0.615469992160797;14;low;other
1427;male;afam;561.399.993.896.484;no;no;yes;yes;590.000.009.536.743;826.000.022.888.184;0.400000005960464;0.615469992160797;12;low;other
1428;male;afam;435.999.984.741.211;no;no;no;yes;590.000.009.536.743;826.000.022.888.184;0.400000005960464;0.615469992160797;12;high;other
1429;male;afam;531.699.981.689.453;no;no;yes;yes;590.000.009.536.743;826.000.022.888.184;0.400000005960464;0.615469992160797;17;low;other
1430;female;afam;407.599.983.215.332;yes;no;no;yes;590.000.009.536.743;826.000.022.888.184;0.400000005960464;0.615469992160797;12;low;other
1431;female;afam;339.799.995.422.363;no;no;yes;yes;590.000.009.536.743;826.000.022.888.184;0.400000005960464;0.615469992160797;14;low;other
